Sentence,Sentiment,sentiment_score,clean_sentence,wordlen
"The food was AMAZING...
The service was mediocre.
The hostess ruined our entire experience.",2,2.5,food amazing servic mediocre hostess ruin entir experience,8
Had lunch here with Robyn N. and Rand H. the food here was ok and I liked it better before they did the so called renovation.All they did was add a mongolian BBQ and wash the windows. Some of my favorite things on the buffet were gone so I am dropping them down to 3 stars but still it was a good lunch.,3,5.0,lunch robyn n rand h food ok like better call renovational add mongolian bbq wash window favorit thing buffet gone drop  star still good lunch,25
"I thought I disliked brownies, but these are damn good. In fact, every flavor is delicious. I was pleasantly surprised. Holla!",4,7.5,thought dislik brownie damn good fact everi flavor delicious pleasantli surprised holla,12
A great value for a far superior hair cut than are likely to get from a national chain.  We have been going to Tara for 3 years and she has created a warm and friendly environment that kids love.  There are plenty of TV's for kids to watch a show if they are not big fans of haircuts.,5,10.0,great valu far superior hair cut like get nation chain go tara  year creat warm friendli environ kid love plenti tv kid watch show big fan haircut,27
"I went here while on vacation visiting my friend. Neither of us had been there before, but I know they have lots of locations on the west coast, so we gave it a try. 

The staff was totally rude. Before we went, we called to check the hours. The guy on the phone was patronizing and acted inconvenienced to have to give any information. 

The pizza was blah - totally generic and nothing special. If you're going to have mediocre food, you better have exceptional service. Double fail.",1,0.0,went vacat visit friend neither u before know lot locat west coast gave try staff total rude went call check hour guy phone patron act inconvenienc give information pizza blah total gener noth special your go mediocr food better except service doubl fail,43
Always love it!! so good and good price,5,10.0,alway love it good good price,6
"This place has exceptional food and pretty great service for how busy it always is.
I like it because there are quite a few vegetarian options.  Before I started my vegetarian kick the Baked wings were some of the best wings I have had anywhere.

Try:
- Mushroom Party Pizza
- Roasted Corn Pizza
- Baked Wings
- Red Velvet Cake

Only con is the parking is kinda crazy.",5,10.0,place except food pretti great servic busi alway is like quit vegetarian option start vegetarian kick bake wing best wing anywhere try mushroom parti pizza roast corn pizza bake wing red velvet cake con park kinda crazy,37
"So now I've been to two Ski Pros in the Valley and I'm pleasantly please with both of them when it comes to their merchandise. I haven't rented from them yet, but if their selection of clothing has anything to say about what they offer then I approve! 

From Spyder, to North Face to Columbia, they have everything to choose from. The ski clothes are adorable and trendy. And the best part? The sales! They have a continuous sale going on it feels like, and the rumor on the street is that a huge sale is coming in February. Count me in!",4,7.5,iv two ski pro valley im pleasantli plea come merchandise havent rent yet select cloth anyth say offer approve spyder north face columbia everyth choos from ski cloth ador trendy best part sale continu sale go feel like rumor street huge sale come february count in,46
"I was working for a non-profit organization and Amare was actually there. He was gracious enough to take a few pictures with some of our children who are clients, which was nice of him. 

But, as far as the food goes - it's bland. I've been here on two separate occassions other than work, and while the atmosphere is beautiful (the seats and booths are roomy and comfy and there are even more seats that stretches out to the back, leading to a small ""VIP"" section), the food is just not that great.",2,2.5,work nonprofit organ amar actual there graciou enough take pictur child client nice him but far food goe it bland iv two separ occass work atmospher beauti the seat booth roomi comfi even seat stretch back lead small vip section food great,42
"This place is a freaking joke. Expect an overcrowded waiting room and at minimum an hour wait. They see children but there is nothing in the waiting room to entertain them so they are all screaming and crying. There's not even room for a stroller. Horrible, horrible experience!",1,0.0,place freak joke expect overcrowd wait room minimum hour wait see child noth wait room entertain scream cry there even room stroller horrible horribl experience,25
"I love the clothes and accessories, the staff is friendly and the prices accomodate everyone!",5,10.0,love cloth accessory staff friendli price accomod everyone,8
"I was surprised at how good the food was at this tiny place. I normally avoid the ""hole-in-the-wall"" type places, but I decided to give this one a try and SO happy I did. The food was well priced and not too greasy. The ingredients taste fresh and it has that family owned feeling.",4,7.5,surpris good food tini place normal avoid holeinthewall type place decid give one tri happi did food well price greasy ingredi tast fresh famili own feeling,26
"Nice , big, clean, and lots to chose from. This place has a very nice SCUBA section, and that is hard to find in  the desert. I purchased a gift card for a friend and that is why I showed up. Lots of good stuff and a wonderful staff. I live by Dicks so that is where I usually go, but if in the neighborhood I would hit them up.",4,7.5,nice big clean lot chose from place nice scuba section hard find desert purchas gift card friend show up lot good stuff wonder staff live dick usual go neighborhood would hit up,32
Huge line for incompetent employees who don't even know how to wash cars.,1,0.0,huge line incompet employe dont even know wash car,9
I`ve had work done by this shop a few times thruoghout the past few years. My latest experience was when my sons car broke its timing belt and needed substantial repairs. Bob informed us that he could move the car out of the way in his lot to be safely stored until we decided whether we wanted to fix it or not. This is just one of the reasons why I`ll always bring my business to him.,5,10.0,iv work done shop time thruoghout past year latest experi son car broke time belt need substanti repair bob inform u could move car way lot safe store decid whether want fix not one reason ill alway bring busi him,40
"Best seafood place I have found in the Phoenix area.

Everything from the crap dip to the crab legs and oysters is delicious. They have a wonderful fish selection as well and even their steaks are good.

Service has always been excellent every time I have gone.

Can get very busy on nights so try and go early if you can.",4,7.5,best seafood place found phoenix area everyth crap dip crab leg oyster delicious wonder fish select well even steak good servic alway excel everi time gone get busi night tri go earli can,33
"I guess you really can't put lipstick on a pig. I will say this, it's nice inside all new building and equipment, but it's very much a westside gym. Many Raider hats and 0.0 eye candy. I would rather go to Moon Valley all the same new stuff but much better loking people. I will say this, it's good to see people in a gym that need to be there, and it also seems very gay friendly.",2,2.5,guess realli cant put lipstick pig say this it nice insid new build equipment it much westsid gym mani raider hat  eye candy would rather go moon valley new stuff much better loke people say this it good see peopl gym need there also seem gay friendly,47
A new breakfast option in old town Scottsdale. The decor is superb and the weekend crowd is minimal. Juevos Rancheros and the Skirt Steak & Eggs are both fabulous. Prices for breakfast are reasonable.,4,7.5,new breakfast option old town scottsdale decor superb weekend crowd minimal juevo ranchero skirt steak egg fabulous price breakfast reasonable,20
"Fair and honest prices.  Friends and I have been ripped off by other companies for the last several years wondering if there was anyone honest left.  During the summer, you're at the mercy of the air conditioning techs and usually they take advantage of it.

I'm very happy with their service.  Very prompt and professional.   Father and son make a great team.

Great warranty service.  An electronic part he installed died after 3 weeks.  He came out immediately and replaced the item for no charge.",5,10.0,fair honest price friend rip compani last sever year wonder anyon honest left summer your merci air condit tech usual take advantag it im happi service prompt professional father son make great team great warranti service electron part instal die  week came immedi replac item charge,46
"go to the reverse happy hour where reasonably edible sushi is served at reasonable prices amidst, in the instance of our  visit, barely legal drinking aged crowd. in a mall. nuff said.",3,5.0,go revers happi hour reason edibl sushi serv reason price amidst instanc visit bare legal drink age crowd mall nuff said,21
this place is no where close to anything you can get in la or oc. It taste liked it came out of the bag. plain and simple,2,2.5,place close anyth get la oc tast like came bag plain simpl,12
So yummy! Strange combination but great place,5,10.0,yummy strang combin great place,5
"What more can I say except it is over priced, greasy Mexican food! I have had better in Texas, the only thing that saved them from being a one star is their great salsa!",2,2.5,say except priced greasi mexican food better texas thing save one star great salsa,14
Food was really good. You could tell it's good quality. Our service was not so good.  Workers are friendly but were having bad day on service.,4,7.5,food realli good could tell it good quality servic good worker friendli bad day service,15
"They had amazingly quick service during lunch! The servers were VERY polite, almost to the point of being obnoxious. I ordered the daily special--bacon cheeseburger--which came out hot, fresh, and delicious, though the fries were heavily over-salted. Our drinks were also quickly refilled without us asking, which was nice but unfortunately their tea basically tasted like water. Overall, it was a good experience and I would come back again.",4,7.5,amazingli quick servic lunch server polite almost point obnoxious order daili specialbacon cheeseburgerwhich came hot fresh delicious though fri heavili oversalted drink also quickli refil without u asking nice unfortun tea basic tast like water overall good experi would come back again,42
"I absoloutely love this place.  Great Coffee, Americanos, and Lattes.  Try the Chemex if you are looking for something unique.  Very Tasty Breakfast Burritos and friendly staff.  I wish the North Location was still open, but I'll take their brews anywhere I can get them.  Skip Starbucks and hit up a real coffee shop...",5,10.0,absolout love place great coffee americanos latte tri chemex look someth unique tasti breakfast burrito friendli staff wish north locat still open ill take brew anywher get them skip starbuck hit real coffe shop,34
I contacted the owner based on his comment regarding my review and he never contacted me back.  Hmmm...,2,2.5,contact owner base comment regard review never contact back hmmm,10
"I actually love this place and I always get great service when I'm there. The tootsie roll is by far my favorite. 

I must say, however, that I recommend the Sakana on Power over the one on Elliot... for some reason, I like the sushi over there better...?",5,10.0,actual love place alway get great servic im there tootsi roll far favorite must say however recommend sakana power one elliot reason like sushi better,25
"Honestly, not that exciting. I heard a lot of hype about it from ASU friends of mine but I wasn't impressed. It was just your run of the mill Mexican food. And I didn't like that you ordered at the counter and got your chips in a paper gravy boat. The whole concept of the resturant would flow so much easier if it was set up like a regular sit down Mexican resturant.
But appreantly it makes wonderful hangover food. I dunno.",2,2.5,honestly exciting heard lot hype asu friend mine wasnt impressed run mill mexican food didnt like order counter got chip paper gravi boat whole concept restur would flow much easier set like regular sit mexican resturant appreantli make wonder hangov food dunno,42
"Best cupcakes ever. I can't get enough of the Strawberry and Red Velvet. They even have a gluten free Red Velvet! Order several to take home. They will give you a zip-loc bag that keeps them fresh and moist for days! I'm addicted. Not cheap, about $22 for 6 but when you taste them, who cares....",5,10.0,best cupcak ever cant get enough strawberri red velvet even gluten free red velvet order sever take home give ziploc bag keep fresh moist day im addicted cheap   tast them care,31
"Simply the best sandwiches I have ever tasted.

The Mozarella, Tomato, Basil is perfect. The focaccia bread is perfectly crunchy and slightly salted to the consummate texture.

I wish I still worked closer...",5,10.0,simpli best sandwich ever tasted mozarella tomato basil perfect focaccia bread perfectli crunchi slightli salt consumm texture wish still work closer,21
"Really as bad as it gets.
Crap food.
Over priced.
Ugly, tasteless interior
Bad music and music system
Tired staff
This place needs to either have a complete redo or it needs to close. 
I would rather go down the street and eat at Applebee's, and I have never been to an Applebee's. Too many other choices now in the neighborhood for this place to go on in its present condition. Then again, there might be enough people around these parts with really bad taste to keep the place going.",1,0.0,realli bad get crap food priced ugly tasteless interior bad music music system tire staff place need either complet redo need close would rather go street eat applebees never applebees mani choic neighborhood place go present condition again might enough peopl around part realli bad tast keep place going,49
"These are some great cheesesteaks. I have come here multiplier times and have never left unhappy. The staff are nice and the food is delicious.  
Also try the 'Cheesesteak Fries' they are freakin amazing! I am glad I work next to this place, always a great lunch.",5,10.0,great cheesesteaks come multipli time never left unhappy staff nice food delicious also tri cheesesteak fry freakin amazing glad work next place alway great lunch,25
This is one of my favorite dive mexican places in Phoenix.... the place it pretty clean for a mexican place despite the shady looking outside.  Everytime that i have been there i always get the lunch specials... they are a ton of food and cheap (5 to 7 bucks for a large plate)...  The staff is very friendly and they get you in and out in a hurry... i have never been here for dinner... and not sure if i want to... i like being in that area during daylight hours.,4,7.5,one favorit dive mexican place phoenix place pretti clean mexican place despit shadi look outside everytim alway get lunch special ton food cheap   buck larg plate staff friendli get hurry never dinner sure want to like area daylight hour,39
"Excellent food! I do say the service isn't always the best, but the outcome of the food exceeds my expectations. Definitely recommend ordering the Artichoke Salad! Not what you'd expect out of a typical boring salad! Not just stuffed with a large amount of dull, boring lettuce, but filled with spices and tons of flavor.",5,10.0,excel food say servic isnt alway best outcom food exce expectation definit recommend order artichok salad youd expect typic bore salad stuf larg amount dull bore lettuce fill spice ton flavor,31
"Super cool place I've been to 3-4 times now and only drawback is the noise if you are with someone you want to have a conversation with. Service could be better, but location and above average food at decent prices cancel that out.",3,5.0,super cool place iv  time drawback nois someon want convers with servic could better locat averag food decent price cancel out,21
"Food was tolerable, and tasteless.  The chips were actually tostadas that were extremely hard (almost stale) when eating. The entrees we ordered were bland.  The rice and beans had no flavor at all.  Maybe that is Baja style of food, but couldn't find the flavor anywhere.
The service was great and the ambiance was wonderful, but I don't think we'll be going to this place again.",2,2.5,food tolerable tasteless chip actual tostada extrem hard almost stale eating entre order bland rice bean flavor all mayb baja style food couldnt find flavor anywhere servic great ambianc wonderful dont think well go place again,36
"5/7/12...
I have to make a correction to my review as I received communication from someone with the club.. 

I was informed that they are not like other clubs as they have a ""Two Item"" minimum, not a two drink minimum.   So you can order a food dish and a drink to meet that minimum.  And I did confirm that one in our group ordered a bottled water which counted toward his minimum.

So I stand corrected.",4,7.5, make correct review receiv commun someon club inform like club two item minimum two drink minimum order food dish drink meet minimum confirm one group order bottl water count toward minimum stand corrected,33
"The Menu here is great.  So much to choose from and its always good.  No mater which location we visit our service is always good and we never have to wait long to be seated.  The Jambalaya is a big favorite, and the pizza here is awesome.  I've also noticed that they have improved the drink menu quite a bit",5,10.0,menu great much choos alway good mater locat visit servic alway good never wait long seated jambalaya big favorite pizza awesome iv also notic improv drink menu quit bit,29
"great beer selection
great live music
great atmosphere
I used to live across the street and nightcap it here everynight.
there is always something to be had at rosie's.",5,10.0,great beer select great live music great atmospher use live across street nightcap everynight alway someth rosies,17
I LOVE this place. I have been craving their Baked Spaghetti Pie again for 5 years and I finally got it today since I'm back for a business trip! I remember pretty much everything on their menu is fresh and delicious. Their prices are great too! Very polite staff.,5,10.0,love place crave bake spaghetti pie  year final got today sinc im back busi trip rememb pretti much everyth menu fresh delicious price great too polit staff,27
"This is my favorite place locally here in Phoenix, absolutely great coffee! Next to central highschool and light rail so there can be traffic when school let's out or rush hour.",5,10.0,favorit place local phoenix absolut great coffee next central highschool light rail traffic school let rush hour,17
"Best Thai food for your dollar in the entire valley. I'm no Thai expert, but I have been to at least a dozen here in the valley. Keep in mind - this is NOT a fancy place - just a simple, inexpensive, casual dining experience. WOW!",5,10.0,best thai food dollar entir valley im thai expert least dozen valley keep mind fanci place simple inexpensive casual dine experience wow,22
Love Love Love it. The Frozen Yogurt is only 8 calories per ounce. You can get your yogurt fix and still be healthy. Also they run specials if you sign up for the deals. Then they have a punch card program as well. My husband loves going there because he can still get regular Thrifty Ice Cream.,5,10.0,love love love it frozen yogurt  calori per ounce get yogurt fix still healthy also run special sign deal punch card program well husband love go still get regular thrifti ice cream,32
"I need to stop going here so much, but it's hard to stay away.",5,10.0,need stop go much it hard stay away,8
"Love this place, been coming for many years and recently stopped by for their italian sub.  Still as good as ever, these guys have great quality produce and a simple but yet complex style in their sandwiches. Little details make me appreciate them, ohh yeah and they have good tea.",4,7.5,love place come mani year recent stop italian sub still good ever guy great qualiti produc simpl yet complex style sandwich littl detail make appreci them ohh yeah good tea,30
Great fresh sandwiches!! The pastrami and caprese are absolute perfection!! The orzo pasta salad is spot on for the summer.  Definitely a must id in mesa..they need more central location for sure!,5,10.0,great fresh sandwich pastrami capres absolut perfection orzo pasta salad spot summer definit must id mesathey need central locat sure,20
"Love Bagel Nosh! The staff is so friendly and of course the food is delicious! I have to admit that the pumpkin latte was no Starbucks pumpkin latte, but the pumpkin cream cheese was amazing! ( I do realize it's no longer pumpkin season, I was just wishing I had some anyway) It can get busy on the weekend mornings, esp since the bike shop opened up next door, but I find it well worth the wait! (Oh, and fyi it closes at 2:30 - so get your coffee early!)",5,10.0,love bagel nosh staff friendli cours food delicious admit pumpkin latt starbuck pumpkin latte pumpkin cream chees amazing realiz it longer pumpkin season wish anyway get busi weekend morning esp sinc bike shop open next door find well worth wait oh fyi close  get coffe early,46
"We live in Chandler, so we get take out here probably once a month. My husband is from the east coast and in both his and my opinion, these are the best cheesesteaks around! We love their spicy peppers (they are hot!) and while I am not really a cheesesteak fan, their chicken cheesesteak sandwiches are fabulous! The owners are hard working and really appreciate all of their customers and let you know it! 

We have been eating here for three years now and have never had a bad experience.",5,10.0,live chandler get take probabl month husband east coast opinion best cheesesteak around love spici pepper they hot realli cheesesteak fan chicken cheesesteak sandwich fabulous owner hard work realli appreci custom let know it eat three year never bad experience,40
"Wow, that is some great BBQ.  Probably the best I have had in Arizona.  The pork was great as were the BBQ beans.  I will be there again and again!",5,10.0,wow great bbq probabl best arizona pork great bbq bean again,11
"Standard Burger King fare served at a snail's pace.  One cook, one sandwich maker, one cashier, plus 30 people in the queue.

Please help the economy and the waiting customers by hiring some staff!",2,2.5,standard burger king fare serv snail pace one cook one sandwich maker one cashier plu  peopl queue plea help economi wait custom hire staff,24
Great store but lack of certain items,4,7.5,great store lack certain item,5
"20% off with a Yelp check in? SCORE! 

They have very unique, colorful and patterned vintage clothing for sale. But what I liked most about this store is their vintage jewelry! There's a local jeweler who makes rings out of old school buttons and brooches. I snatched up two really cute vintage rings.",5,10.0, yelp check in score unique color pattern vintag cloth sale like store vintag jewelry there local jewel make ring old school button brooch snatch two realli cute vintag ring,29
"They have a new and improved menu and added more Korean dishes. Very good!!! I've been there 4 times since they added the new menu, and it's been good every time. Very authentic Korean food. This is my favorite spot now!! 
The dishes I had so far:
Champong, Bulgogi, Sul-lung-tang, Neng-myun, Galbi, Yukgejang. All were very good. I can't wait to go back and try other food! Neng-myun (cold noodle) was especially good on muggy hot summer days.",5,10.0,new improv menu ad korean dish good iv  time sinc ad new menu it good everi time authent korean food favorit spot now dish far champong bulgogi sullungtang nengmyun galbi yukgejang good cant wait go back tri food nengmyun cold noodle especi good muggi hot summer day,47
I have been here twice so I know what's the best items for my taste. Would give another star if the Mongolian grill had more items and sauces. Trying the evening buffet tomorrow with 2 teenage son's one whose 18 and a football player. Should definitely get my moneys worth!,4,7.5,twice know what best item taste would give anoth star mongolian grill item sauce tri even buffet tomorrow  teenag son one whose  footbal player definit get money worth,28
I love their turkey and provolone cold sub! Delicious with pickles added.,5,10.0,love turkey provolon cold sub delici pickl added,8
"Really good, healthy food.  Owner is super friendly. Would definitely recommend. :)",5,10.0,realli good healthi food owner super friendly would definit recommend,10
"Food was good, I had the Frutti de Mare with red sauce and boy it is spicy, so be warned. Everyone else ordered the Spaghetti Pie, which was the special that night. It was OK, my mom's is better. The service was good, but the wait for a table was over an hour. Of course if was a Saturday night and they are having Glendale Glitters so it was really busy. The pizza is good, I have had it before, I am not the biggest wood fire pizza fan, because it is always burned on the bottom!",3,5.0,food good frutti de mare red sauc boy spicy warned everyon el order spaghetti pie special night ok mom better servic good wait tabl hour cours saturday night glendal glitter realli busy pizza good before biggest wood fire pizza fan alway burn bottom,43
"I recently stayed at the Valley Ho for a conference being held on-site. My experience was really nice, everything from the food to the retro style room to the poolside atmosphere.  Cafe ZuZu has an assorted lunch selection and Trader Vic was only a short on-site walk where I enjoyed their happy hour. The front desk, catering and valet staff were helpful and provided outstanding service to all the guests.  When scheduling future company events I will definitely keep the Valley Ho in mind.",4,7.5,recent stay valley ho confer held onsite experi realli nice everyth food retro style room poolsid atmosphere cafe zuzu assort lunch select trader vic short onsit walk enjoy happi hour front desk cater valet staff help provid outstand servic guest schedul futur compani event definit keep valley ho mind,49
"Nice atmosphere inside and out, with competent service.  BUT:
The food is not great.  It's very dull.  It reminds me of the food they serve at Chevy's but significantly more expensive.  I really have no desire to go back.  Scottsdale and any attempt at Ethnic food just doesn't mix.
Edit: Thanks to Yelp, I've discovered just a few places in Scottsdale with good ethnic food.  So now I really don't have any excuse to settle for Blue Adobe.",2,2.5,nice atmospher insid out compet service but food great it dull remind food serv chevy significantli expensive realli desir go back scottsdal attempt ethnic food doesnt mix edit thank yelp iv discov place scottsdal good ethnic food realli dont excus settl blue adobe,43
"Mylissa has given my daughter and me the *best* cuts! If you can, see her. She will take great care of you!",5,10.0,mylissa given daughter best cut can see her take great care you,12
"Good choice of ingredients, a bit out of a student budget, but it was WORTHY all the way. I was drooling with the flavors! Good environment and good service and good music (bistro style). I'm not much of a pizza eater, but this has a good place in my list! Forget about your papa dough or cheap Sunday pizzas...this is a real one!",5,10.0,good choic ingredient bit student budget worthi way drool flavor good environ good servic good music bistro style im much pizza eater good place list forget papa dough cheap sunday pizzasthi real one,33
"Love this place. the atmosphere was rather chill and calm. We played Uno, and drank pretty darn good coffee! we had a lemon cookie, which was...JUST RIGHT!",4,7.5,love place atmospher rather chill calm play uno drank pretti darn good coffee lemon cookie wasjust right,17
"We stopped in to Copper Blues on Friday night after a Mercury game at the US Airways Center.  Fantastic place!  Unbelievable beer selection, great views of downtown and an excellent band the night that we were there made for a really great downtown experience.  Will definitely be back again soon!",5,10.0,stop copper blue friday night mercuri game u airway center fantast place unbeliev beer selection great view downtown excel band night made realli great downtown experience definit back soon,29
The kids love panda express.  My 9 year old actually complains that they give you too much food. This is pretty much the only non chicken nugget or spaghetti or pizza food that my 5 year old will eat.  And to be honest- I don't mind it either.,5,10.0,kid love panda express  year old actual complain give much food pretti much non chicken nugget spaghetti pizza food  year old eat honest dont mind either,26
"Great gelato. It's actually very creamy so kinda taste more like an ice cream but still incredible. Lots of flavors probably 30+. Haven't had a bad one yet. Love the Roche, chocolate and pistachio.
Just had a pizza last visit- they have a new pizza oven. Good thin crust, tasty ingredients, soggy in the middle kind of like Pomo. 
Give it a try!",4,7.5,great gelato it actual creami kinda tast like ice cream still incredible lot flavor probabl  havent bad one yet love roche chocol pistachio pizza last visit new pizza oven good thin crust tasti ingredient soggi middl kind like pomo give try,41
"This review is based on an event I attended here. I did not stay at the hotel as a guest or experience the bar. I was a guest at the Etiquette Dinner put on by ASU and affiliates. From the moment I entered the hotel, I felt welcomed. Each employee I passed greeted me with a smile and professionality. I thought the hotel interior was really cool also. When I was leaving the event, I thought how strange that locals never frequent hotels in their cities. I should try it!",5,10.0,review base event attend here stay hotel guest experi bar guest etiquett dinner put asu affiliate moment enter hotel felt welcomed employe pas greet smile professionality thought hotel interior realli cool also leav event thought strang local never frequent hotel city tri it,43
"Bad ass, just like the name.  I've heard that this facility doesn't have any water restrictions so their course is lush & in tip top shape.  It's definitely a challenging course.  The staff is nice and the current off season rate is  $35 for residents!  You have to check it out, it's a great deal.",5,10.0,bad as like name iv heard facil doesnt water restrict cours lush tip top shape it definit challeng course staff nice current season rate  resident check out it great deal,30
"I'm a great believer and loyal customer of Carried Away.

They do carry LV, although they fly off the shelves fast! I've brought in 2 and both were gone by days end! If you'd like to be put on a ""call list"" when they come in, they'll do that for you! Although there are several others that are on it too.

I'm going in today to drop off two more in fact!
Happy holiday!",4,7.5,im great believ loyal custom carri away carri lv although fli shelv fast iv brought  gone day end youd like put call list come in theyll you although sever other too im go today drop two fact happi holiday,39
"I love osso bucco, they have really good mexi-style osso bucco, so I love them.  I prefer to sit on the patio or in the bar.  But keep in mind, parking sucks if you go on a busy night.",4,7.5,love osso bucco realli good mexistyl osso bucco love them prefer sit patio bar keep mind park suck go busi night,21
"Fresh and simple!  Taste's great!  Worth the drive!  The burgers are like the ones you make at home!  I had the sweet potato fries, highly recommended.",4,7.5,fresh simple taste great worth drive burger like one make home sweet potato fry highli recommended,16
Crust is chewy.  Pizza is below-average.  Nice owner though.,2,2.5,crust chewy pizza belowaverage nice owner though,7
We were trying to choose a new place for lunch at work and this was mentioned. We all LOVED it! (that is saying a lot!) We ordered off the online menu and I called it in (she was VERY friendly) it was ready in less than 10min and was hot and delicious!!! It also doesn't cost an arm and a leg and is close enough to go there fairly often. We will be back!,4,7.5,tri choos new place lunch work mentioned love it that say lot order onlin menu call she friendly readi le min hot delicious also doesnt cost arm leg close enough go fairli often back,34
Beer heaven!  What don't they have?  The staff has a taste for heavy body beer so if that isn't your ONLY criteria for great beer.  I would just go with your gut.  Their staff does know their stuff.,5,10.0,beer heaven dont have staff tast heavi bodi beer isnt criterion great beer would go gut staff know stuff,19
"Oh, this was not good. Food not tasty. Overpriced not tasty food. If you're going to pay for a crab benedict, it should remotely taste like crab. And not be cold. Too busy, too long of a wait, too hungry to change. Other items tasted at our table did not receive much better feedback. I can't recall what others ate. In fact, there wasn't much worth remembering.",2,2.5,oh good food tasty overpr tasti food your go pay crab benedict remot tast like crab cold busy long wait hungri change item tast tabl receiv much better feedback cant recal other ate fact wasnt much worth remembering,38
"The view, services, and drinks were perfect, but the food was nah... not good.

Went there twice, first time was for drinks and view, it was wonderful, so we went again for dinner, the dish was not good.

If you want a wonderful meal for your date, try somewhere else and go there for the drinks and view.

After having a dinner there, I won't bring my guests there except for the view and drinks.",3,5.0,view service drink perfect food nah good went twice first time drink view wonderful went dinner dish good want wonder meal date tri somewher el go drink view dinner there wont bring guest except view drink,36
"Lots of cool, cute and educational things here for my two kiddies. I stop in here for each birthday/Christmas to balance out the ""junk"" toys. I love the art project portfolio that is divided by school year and the school memory books. :)",5,10.0,lot cool cute educ thing two kiddy stop birthdaychristma balanc junk toy love art project portfolio divid school year school memori book,22
"Great service, I didn't get steak from here (yes, I know...a steakhouse), just got the Zesty Thai Salmon. The salmon was awesome with the chili mayo, baked potato, and asparagus. Can't wait to go back to try their other dishes.

Thank you Kathy (owner) for taking the time to send me the name of the dish! Had to update this review and rating because of it :D",5,10.0,great service didnt get steak yes knowa steakhouse got zesti thai salmon salmon awesom chili mayo bake potato asparagus cant wait go back tri dish thank kathi owner take time send name dish updat review rate d,37
"Very Clean store. But I guess when you're paying about 300% more than you would anywhere else, the place can afford it. The people in the front are pretty friendly. There is a lady in the deli, she is pretty friendly/talkative. There are people who mill around the store wearing name tags, they are not friendly or polite.

I just cannot get over how expensive safeway is.",3,5.0,clean store guess your pay  would anywher else place afford it peopl front pretti friendly ladi deli pretti friendlytalkative peopl mill around store wear name tag friendli polite cannot get expens safeway is,33
Long waits and teenage workers with bad attitudes...nuff' said.,2,2.5,long wait teenag worker bad attitudesnuff said,7
"I LOVE THIS PLACE I JUST CAN'T NOT GET ENOUGH OF NCOUNTER!
the vibe is young clean and fresh. 
the good is so delish.. I keep telling all my friends to go here for brunch (:",5,10.0,love place cant get enough ncounter vibe young clean fresh good delish keep tell friend go brunch,17
"One of my favorites. The crispy chicken tacos are overstuffed with meat,lettuce,cheese and always filling. The prices are reasonable for what you get. Also like Julios g  too next door for quick take out  or ""no Tip"" casual meal. Self serve chips and mild chunky salsa  are terrific.",5,10.0,one favorite crispi chicken taco overstuf meatlettucechees alway filling price reason get also like julio g next door quick take no tip casual meal self serv chip mild chunki salsa terrific,31
"Hubbard Family Swim School has become a staple for our family. You can feel the warmth and dedication on every visit. Our kids love it and are excited to come to every lesson. We even have birthday parties here!

The instruction is top-notch and it's evident while watching through the huge glass wall.

Most of all, my 5 year old is a much better swimmer than I am, his father. Thanks to Hubbard.",5,10.0,hubbard famili swim school becom stapl family feel warmth dedic everi visit kid love excit come everi lesson even birthday parti here instruct topnotch it evid watch huge glass wall all  year old much better swimmer am father thank hubbard,40
"Very good, fresh food, nice ambiance, reasonable prices & good service.  We're from out of town & found this place with the help of Yelp!  We'd definitely come back again!

We had the Caprese Salad & the Sicily pizza.  Both very good.",4,7.5,good fresh food nice ambiance reason price good service wer town found place help yelp wed definit come back again capres salad sicili pizza good,25
Good service but the food was horrific. The pollo fundido was dry & no flavor.  Could not eat the tamale it was so bad. Will not go back. I had better Mexican off the neighborhood roach coach.,1,0.0,good servic food horrific pollo fundido dri flavor could eat tamal bad go back better mexican neighborhood roach coach,19
"Gross, tasteless food.  Good margaritas.",2,2.5,gross tasteless food good margarita,5
"Excellent everything! The customer service was struggling a bit but well, they just opened so hopefully that'll improve. 

The cookies are great. The grilled cheese was so so. Took awhile to get to us but it was slammed (but also, I was on a time limit).

The manager came over and offered us free dessert for our not 100% experience. She also shared with us what soups were vegetarian and were not.

I'm excited to go back. It's a great option for Downtown Phoenix!",4,7.5,excel everything custom servic struggl bit well open hope thatll improve cooki great grill chees so took awhil get u slam but also time limit manag came offer u free dessert  experience also share u soup vegetarian not im excit go back it great option downtown phoenix,47
"I'm a fan of the bistro. Today, however, a seemingly 'customer' was going behind the kitchen area, flipping my pizza and even entering the kitchen door. What? If you are an owner and are enjoying the bistro, act like a customer! I was kind of disturbed by a casual guy eating in the restaurant with his family and then going to get  cups, plates, and food from the serving area. Can I do that next time? I hope I go back. I have taken friends. As I said , I am a fan. You need my business.",4,7.5,im fan bistro today however seemingli customer go behind kitchen area flip pizza even enter kitchen door what owner enjoy bistro act like customer kind disturb casual guy eat restaur famili go get cup plate food serv area next time hope go back taken friend said fan need business,49
